date/time,type,order id,sku,description,quantity,order city,order state,order postal,total
"Nov 2, 2020 10:27:57 AM PST",Order,112-4739587-5677004,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,SEBRING,FL,33875-5668,12.7
"Nov 2, 2020 10:35:57 AM PST",Refund,113-8529665-5629808,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,ARGYLE,TX,76226-1888,-17.26
"Nov 2, 2020 10:38:58 AM PST",Order,113-5359020-5909858,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",1,SYRACUSE,UT,84075-9839,12.76
"Nov 2, 2020 10:40:04 AM PST",Order,114-5673655-8602649,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,CLIFTON,NJ,07011-1419,9.47
"Nov 2, 2020 10:43:14 AM PST",Order,111-7245054-3297812,AZM-NIGHTSPLNT-FBA,"AZMED 2020 Plantar Fasciitis Night Splint [Lightweight & Breathable], Adjustable Foot Drop Brace, Heel, Ankle & Achilles Tendonitis Relief, Arch Pain",1,POTTSTOWN,PA,19465-7537,10.86
"Nov 2, 2020 10:48:14 AM PST",Order,111-4099750-9765027,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",1,KNOXVILLE,TN,37909-2773,12.76
"Nov 2, 2020 10:48:58 AM PST",Order,114-5838979-6470600,AZS-MALE-ENHNCEMENT-FBA,"AZS Premium Male Enhancing Pills [10X Strength] - Increase Drive, Stamina & Endurance - Fast Acting & Natural Horny Goat Weed Supplement with 100mg Ic",1,WINTER PARK,FL,32792-8930,12.87
"Nov 2, 2020 10:49:39 AM PST",Order,111-9061197-5451400,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,AFTON,OK,74331-8910,16.09
"Nov 2, 2020 10:52:05 AM PST",FBA Customer Return Fee,111-2703045-3757868,,FBA Customer Return Per Order Fee,,,,,0
"Nov 2, 2020 10:52:05 AM PST",FBA Customer Return Fee,111-2703045-3757868,,FBA Customer Return Per Unit Fee,,,,,-3.7
"Nov 2, 2020 10:52:05 AM PST",FBA Customer Return Fee,111-2703045-3757868,,FBA Customer Return Weight Based Fee,,,,,0
"Nov 2, 2020 10:54:11 AM PST",Order,112-3951438-9849829,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,AUSTIN,TX,78758-4208,13.66
"Nov 2, 2020 10:56:18 AM PST",Order,111-1954042-5568240,N1N-MULBERRY-FBA,"N1N White Mulberry Leaf Extract, [100% Pure, 6M's Supply], Premium Blood Sugar Control. Weight Loss, Appetite, Sugar & Carb Cravings Support, High Pot",1,ROCHELLE,GEORGIA,31079-2251,10.28
"Nov 2, 2020 10:56:46 AM PST",Order,114-3440489-6299413,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,INDIANAPOLIS,IN,46221,13.66
"Nov 2, 2020 10:59:13 AM PST",Order,111-0283380-4137808,AZM-POSTPRTM-BELT-XL-FBA,"AZMED 3 in 1 Postpartum Belly Wrap Girdles for Women, One-Size, Beige",1,CHARLOTTE,NC,28269-5051,6.44
"Nov 2, 2020 10:59:35 AM PST",Order,114-7534652-7000208,N1N-SUPERFOOD-FBA,"N1N Premium Organic Super Green, Fruits & Veggies [28 Powerful Ingredients] All Natural Superfood Supplement with Alfalfa, Beet Root & Tart Cherry to",1,LOGAN,UT,84341-2489,13.72
"Nov 2, 2020 10:59:48 AM PST",Order,114-1729045-3052262,N1N-COLON-CLEANSE-FBA,"N1N Premium Colon Cleanse & Detox for Weight Loss [15-Day Quick Cleanse] All Natural Colon Detox with Probiotic for Constipation Relief, Gut Health an",1,LOGAN,UT,84341-2489,6.92
"Nov 2, 2020 11:00:20 AM PST",Order,112-3740925-7244241,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,OAKLAND,CA,94619-3401,13.55
"Nov 2, 2020 11:01:33 AM PST",Order,111-5405756-9429867,BULL-MODE-FBA,"Bull Mode Premium Male Enhancing Pills [9 Potent Ingredients] - Helps Increase Muscle Size, Strength, Stamina, Energy and Endurance. All Natural Male",1,MURRIETA,CA,92562-4329,8.84
"Nov 2, 2020 11:03:45 AM PST",Order,111-9436996-4233868,DMT-BLK-UMBRELLA-STAND,"DOMMET Umbrella Stand, Durable Rack for Canes and Walking Sticks, Black",1,ARDEN,NC,28704-9008,23.79
"Nov 2, 2020 11:07:44 AM PST",Order,112-4631009-3406659,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",1,ARCHBOLD,OH,43502-1244,11.91
"Nov 2, 2020 11:13:11 AM PST",Order,111-7889696-5310614,DMT-BLK-UMBRELLA-STAND,"DOMMET Umbrella Stand, Durable Rack for Canes and Walking Sticks, Black",1,MCKINNEY,TX,75072-3540,23.79
"Nov 2, 2020 11:13:14 AM PST",Order,112-5954959-2475417,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,ROLETTE,ND,58366-9030,12.88
"Nov 2, 2020 11:13:31 AM PST",Order,113-0199574-5597066,DMT-BLK-UMBRELLA-STAND,"DOMMET Umbrella Stand, Durable Rack for Canes and Walking Sticks, Black",1,CHATTANOOGA,TN,37421-8813,23.79
"Nov 2, 2020 11:19:59 AM PST",Order,112-4264168-3400206,N1N-MULBERRY-FBA,"N1N White Mulberry Leaf Extract, [100% Pure, 6M's Supply], Premium Blood Sugar Control. Weight Loss, Appetite, Sugar & Carb Cravings Support, High Pot",2,LONG BEACH,CA,90815-3545,20.56
"Nov 2, 2020 11:21:55 AM PST",Order,113-9415048-5189845,N1N-MAGNESIUM-CITRATE-FBA,"N1N Premium Magnesium Citrate Capsules 1250mg 120 Veg Caps [100% Pure] Powerful dose for Sleep, Muscle Cramps, Bone Health, Energy Production and Nerv",1,PLEASANT HILL,MO,64080-7593,7.22
"Nov 2, 2020 11:23:33 AM PST",Order,112-0962410-2917021,AZS-MALE-ENHNCEMENT-FBA,"AZS Premium Male Enhancing Pills [10X Strength] - Increase Drive, Stamina & Endurance - Fast Acting & Natural Horny Goat Weed Supplement with 100mg Ic",1,MADISON,WI,53705-3883,12.87
"Nov 2, 2020 11:24:44 AM PST",Order,113-5443569-1737862,N1N-MUSHROOM-10X-FBA,"N1N Premium Mushroom Complex [10X Powerful Mushrooms] with Reishi, Lions Mane, Cordyceps, Chaga, Turkey Tail and Maitake to Boost Health, Brain Functi",1,CHICO,CA,95928-4016,7.22
"Nov 2, 2020 11:30:41 AM PST",Order,114-3886716-8193861,DMT-BLK-UMBRELLA-STAND,"DOMMET Umbrella Stand, Durable Rack for Canes and Walking Sticks, Black",1,Boynton Beach,FL,33473,23.79
"Nov 2, 2020 11:34:24 AM PST",Order,S01-9185459-7816434,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion & Weight Loss Management",1,Jerome,ID,83338,-2.69
"Nov 2, 2020 11:34:24 AM PST",Order,S01-9185459-7816434,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion & Weight Loss Management",1,Jerome,ID,83338,-2.69
"Nov 2, 2020 11:34:24 AM PST",Order,S01-9185459-7816434,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion & Weight Loss Management",1,Jerome,ID,83338,-2.69
"Nov 2, 2020 11:34:24 AM PST",Order,S01-9185459-7816434,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion & Weight Loss Management",1,Jerome,ID,83338,-2.69
"Nov 2, 2020 11:35:06 AM PST",Order,S01-7673598-2239605,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong Quai, PMS & Menopause Relief, 60 Veg Caps",1,Detroit,MI,48215,-5.49
"Nov 2, 2020 11:35:39 AM PST",Order,111-7271483-1721825,AZS-WAIST-TRIM-XL-FBA,"AZSPORT Waist Trimmer - Adjustable Ab Sauna Belt to shed the excess Water, weight and tone of mid section, Black - One Size Fits up to 50 Inches",1,Rio Piedras,Puerto Rico,926,7.22
"Nov 2, 2020 11:42:02 AM PST",Order,111-7752141-8752204,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,JACKSONVILLE,FL,32206-1609,13.66
"Nov 2, 2020 12:02:46 PM PST",Order,112-3055514-2288217,N1N-SUPERFOOD-FBA,"N1N Premium Organic Super Green, Fruits & Veggies [28 Powerful Ingredients] All Natural Superfood Supplement with Alfalfa, Beet Root & Tart Cherry to",1,LEESBURG,VA,20176-2702,12.87
"Nov 2, 2020 12:03:16 PM PST",Order,114-8987627-4457051,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,APO,AE,9354,13.66
"Nov 2, 2020 12:12:09 PM PST",Order,113-6664212-6990617,N1N-WATER-AWY-FBA,"N1N Premium Water Away Pills [12 Potent Ingredients] Natural Diuretic for Bloating Relief and Weight Loss with Dandelion, Vitamin B6 & Potassium, 60 C",1,NEW PORT RICHEY,FL,34655-3235,12.87
"Nov 2, 2020 12:12:57 PM PST",Order,112-6593850-4161823,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,LACONA,NY,13083-4141,16.09
"Nov 2, 2020 12:15:07 PM PST",Order,111-7913094-4513809,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,Pomona,CA,91768,12.7
"Nov 2, 2020 12:16:41 PM PST",Order,114-5635764-3883424,N1N-WOMENS-FAT-BURNER-FBA,"N1N Premium Fat Burner for Women [7 Potent Ingredients] All Natural Thermogenic Weight Loss Pills, Suppresses Appetite, Boosts Metabolism and Energy,",1,MORRISTOWN,TN,37814-1238,12.87
"Nov 2, 2020 12:16:54 PM PST",Order,113-0806590-0702614,N1N-ELDERBERRY-GUMMIES-FBA,N1N Premium Elderberry Gummies for Kids & Adults [Max Strength with Vitamin C & Zinc] All Natural Antioxidant Supplement to Support Immune Health and,1,MCKINLEYVILLE,CA,95519-9403,11.09
"Nov 2, 2020 12:18:00 PM PST",Order,112-8211818-9999461,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",1,El Centro,CA,92243,12.76
"Nov 2, 2020 12:20:15 PM PST",Order,114-7644097-0721007,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",1,SOMERSET,NJ,08873-5007,12.76
"Nov 2, 2020 12:22:23 PM PST",Order,112-1016301-5899415,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,MARBLEHEAD,MA,01945-1026,8.66
"Nov 2, 2020 12:22:23 PM PST",Order,112-1016301-5899415,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,MARBLEHEAD,MA,01945-1026,16.74
"Nov 2, 2020 12:24:56 PM PST",Order,111-1097735-1253805,N1N-TART-CHERRY-FBA,"N1N Premium Tart Cherry Extract Capsules, 200 Veg Caps, 3000 mg [10X Concentrated Extract] Powerful Antioxidant, Joint Health and Mobility, Uric Acid",1,Redlands,CA,92373,12.87
"Nov 2, 2020 12:28:25 PM PST",Order,114-9157903-5008222,N1N-MCTOIL-FBA,"N1N Premium MCT Oil Keto Supplement [3000 MG, 100% Pure Coconut Oil C8/C10] Natural Keto Fuel for Energy, Weight Loss & Brain Power for Men & Women, 1",1,DEARBORN HEIGHTS,MI,48127-3204,6.12
"Nov 2, 2020 12:28:25 PM PST",Order,114-9157903-5008222,N1N-MCTOIL-FBA,"N1N Premium MCT Oil Keto Supplement [3000 MG, 100% Pure Coconut Oil C8/C10] Natural Keto Fuel for Energy, Weight Loss & Brain Power for Men & Women, 1",1,DEARBORN HEIGHTS,MI,48127-3204,19.28
"Nov 2, 2020 12:30:42 PM PST",Order,113-0430224-0498627,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,Williamsburg,VA,23188,12.7
"Nov 2, 2020 12:35:36 PM PST",Order,111-4936488-9456217,AZS-MALE-DISCREET-FBA,"AZS Premium Male Enhancing Pills - Enlargement Booster for Men [10X Strength] - Increase Drive, Stamina & Endurance - Fast Acting & Natural Horny Goat",2,SHELL LAKE,WI,54871-9247,10.92
"Nov 2, 2020 12:43:35 PM PST",Order,114-4797644-0963425,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",2,CONWAY,AR,72032-8088,25.52
"Nov 2, 2020 12:44:18 PM PST",Order,111-1824653-4175412,N1N-MULBERRY-FBA,"N1N White Mulberry Leaf Extract, [100% Pure, 6M's Supply], Premium Blood Sugar Control. Weight Loss, Appetite, Sugar & Carb Cravings Support, High Pot",1,MILTON,PA,17847-8135,10.28
"Nov 2, 2020 12:45:13 PM PST",Order,114-3233285-3664202,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,St. George,UT,84790,12.7
"Nov 2, 2020 12:45:39 PM PST",Order,111-3607355-2360263,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,REXBURG,ID,83440-1632,12.87
"Nov 2, 2020 12:50:04 PM PST",Order,114-5391235-8925824,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,KENT,WA,98032-6404,8.84
"Nov 2, 2020 12:50:21 PM PST",Order,112-6448509-2625006,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",6,SEATTLE,WA,98103-5127,76.21
"Nov 2, 2020 12:54:36 PM PST",Order,113-0170404-6383412,N1N-ELDERBERRY-GUMMIES-FBA,N1N Premium Elderberry Gummies for Kids & Adults [Max Strength with Vitamin C & Zinc] All Natural Antioxidant Supplement to Support Immune Health and,1,DAVIE,FL,33328-2975,11.85
"Nov 2, 2020 1:02:28 PM PST",Order,112-4097885-9337868,N1N-MUSHROOM-10X-FBA,"N1N Premium Mushroom Complex [10X Powerful Mushrooms] with Reishi, Lions Mane, Cordyceps, Chaga, Turkey Tail and Maitake to Boost Health, Brain Functi",2,LINVILLE FALLS,NC,28647-0177,14.44
"Nov 2, 2020 1:02:29 PM PST",Order,112-4363268-1698606,N1N-MAGNESIUM-CITRATE-FBA,"N1N Premium Magnesium Citrate Capsules 1250mg 120 Veg Caps [100% Pure] Powerful dose for Sleep, Muscle Cramps, Bone Health, Energy Production and Nerv",4,Oxnard,CA,93033,22.79
"Nov 2, 2020 1:10:36 PM PST",Refund,114-9347996-1302614,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,WHEAT RIDGE,CO,80212-7032,-17.26
"Nov 2, 2020 1:13:17 PM PST",Order,111-2523004-0371441,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,CLARKSON,KY,42726-8292,5.86
"Nov 2, 2020 1:13:17 PM PST",Order,111-2523004-0371441,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,CLARKSON,KY,42726-8292,11.82
"Nov 2, 2020 1:17:59 PM PST",Order,112-8354661-5389800,N1N-SAFFRON-FBA,"N1N Premium Saffron Extract Capsules [100% Pure Saffron, Max Strength] Natural Weight Loss Pills for Men and Women, Improves Eye Health, Brain Functio",1,KING QUEEN CH,VA,23085-2037,12.87
"Nov 2, 2020 1:22:22 PM PST",Refund,112-9267154-8665850,AZM-NIGHTSPLNT-FBA,"AZMED 2020 Plantar Fasciitis Night Splint [Lightweight & Breathable], Adjustable Foot Drop Brace, Heel, Ankle & Achilles Tendonitis Relief, Arch Pain",1,Buckley,WA,98321,-11.54
"Nov 2, 2020 1:22:32 PM PST",Order,112-1874169-0834662,DMT-BLK-UMBRELLA-STAND,"DOMMET Umbrella Stand, Durable Rack for Canes and Walking Sticks, Black",1,MIAMI,FL,33187-1439,23.79
"Nov 2, 2020 1:26:35 PM PST",Order,114-9902165-9085859,N1N-5HTP-FBA,"N1N Premium 5-HTP Plus Calcium [Max Purity & Strength] Enhanced with Serotonin Synthesizers for Deeper Sleep, Positive Mood & Brain Functions, 120 Veg",1,SAN RAMON,CA,94583-3443,7.22
"Nov 2, 2020 1:27:31 PM PST",Order,112-0007096-4956259,N1N-COLON-CLEANSE-FBA,"N1N Premium Colon Cleanse & Detox for Weight Loss [15-Day Quick Cleanse] All Natural Colon Detox with Probiotic for Constipation Relief, Gut Health an",1,MILLEDGEVILLE,GA,31061-7864,6.41
"Nov 2, 2020 1:29:37 PM PST",Order,111-7529011-2785837,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,Tennille,GA,31089,12.7
"Nov 2, 2020 1:30:05 PM PST",Order,112-4869395-7477060,N1N-MEN-MULTIVITS-FBA,"N1N Daily Multivitamin for Men, Premium Multimineral Supplement - Vitamins A C E D B1 B2 B3 B5 B6 B12. Magnesium, Zinc, Biotin, Spirulina, Antioxidant",1,MIAMI,FL,33191-1501,8.84
"Nov 2, 2020 1:30:35 PM PST",Order,112-4790614-9471425,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,SODDY DAISY,TN,37379-5821,8.84
"Nov 2, 2020 1:31:10 PM PST",Order,113-5692940-6923460,N1N-URIC-ACID-FBA,"N1N Premium Uric Acid Support for Men and Women [14 Potent Herbs] All Natural Kidney Support with Tart Cherry, Milk Thistle, Celery, Chanca Piedra, 60",1,LONGWOOD,FL,32779-6282,12.87
"Nov 2, 2020 1:31:27 PM PST",Order,113-6361470-8223420,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,Paola,KS,66071,12.7
"Nov 2, 2020 1:32:44 PM PST",Order,111-0255337-1125027,N1N-MULBERRY-FBA,"N1N White Mulberry Leaf Extract, [100% Pure, 6M's Supply], Premium Blood Sugar Control. Weight Loss, Appetite, Sugar & Carb Cravings Support, High Pot",1,WIGGINS,MS,39577-8011,10.28
"Nov 2, 2020 1:33:39 PM PST",Order,111-8809531-5297830,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,VENICE,FL,34293-5522,12.87
"Nov 2, 2020 1:35:38 PM PST",Order,113-9279936-7746663,N1N-TART-CHERRY-FBA,"N1N Premium Tart Cherry Extract Capsules, 200 Veg Caps, 3000 mg [10X Concentrated Extract] Powerful Antioxidant, Joint Health and Mobility, Uric Acid",1,HONOKAA,HI,96727-1399,13.72
"Nov 2, 2020 1:36:03 PM PST",Order,113-5264673-8666630,N1N-CEYLON-CINNAMON-FBA,"N1N Premium Ceylon Cinnamon 1200mg [100% Organic Ceylon Cinnamon] All Natural Supplement for Healthy Blood Sugar Levels, Blood Circulation, Brain and",1,CORPUS CHRISTI,TX,78413-4628,12.87
"Nov 2, 2020 1:36:29 PM PST",Order,113-6941293-3626633,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",1,HARRISBURG,IL,62946-2029,12.76
"Nov 2, 2020 1:36:53 PM PST",Order,113-3821253-8114646,N1N-MAGNESIUM-CITRATE-FBA,"N1N Premium Magnesium Citrate Capsules 1250mg 120 Veg Caps [100% Pure] Powerful dose for Sleep, Muscle Cramps, Bone Health, Energy Production and Nerv",1,Hop Bottom,PA,18824,7.22
"Nov 2, 2020 1:38:13 PM PST",Order,112-3309493-0859452,N1N-MULBERRY-FBA,"N1N White Mulberry Leaf Extract, [100% Pure, 6M's Supply], Premium Blood Sugar Control. Weight Loss, Appetite, Sugar & Carb Cravings Support, High Pot",1,Franklinton,LA,70438-2939,10.28
"Nov 2, 2020 1:39:18 PM PST",Order,S01-1063211-2298008,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion & Weight Loss Management",1,Gardnerville,NV,89410,-2.69
"Nov 2, 2020 1:39:18 PM PST",Order,S01-1063211-2298008,N1N-MENOPAUSE-RELIEF-FBA,"N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh to Reduce Hot Flashes & Night Sweats, 60 Veg Caps",1,Gardnerville,NV,89410,-2.69
"Nov 2, 2020 1:39:18 PM PST",Order,S01-1063211-2298008,N1N-MENOPAUSE-RELIEF-FBA,"N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh to Reduce Hot Flashes & Night Sweats, 60 Veg Caps",1,Gardnerville,NV,89410,-2.69
"Nov 2, 2020 1:39:18 PM PST",Order,S01-1063211-2298008,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion & Weight Loss Management",1,Gardnerville,NV,89410,-2.69
"Nov 2, 2020 1:47:55 PM PST",Order,112-3717884-3460243,N1N-SUPERFOOD-FBA,"N1N Premium Organic Super Green, Fruits & Veggies [28 Powerful Ingredients] All Natural Superfood Supplement with Alfalfa, Beet Root & Tart Cherry to",6,Bozeman,MT,59718,65.83
"Nov 2, 2020 1:47:55 PM PST",Order,112-3717884-3460243,N1N-SUPERFOOD-FBA,"N1N Premium Organic Super Green, Fruits & Veggies [28 Powerful Ingredients] All Natural Superfood Supplement with Alfalfa, Beet Root & Tart Cherry to",4,Bozeman,MT,59718,62.88
"Nov 2, 2020 1:50:20 PM PST",Order,114-1924721-7773818,N1N-MALE-FBA,"AZS Premium Male Enhancing Pills [10X Strength] - Increase Size, Energy, Drive and Performance - All Natural Horny Goat Weed Supplement, Gluten Free,",1,MANSFIELD,Tx,76063,7.77
"Nov 2, 2020 1:51:23 PM PST",Order,112-9125405-3343459,N1N-BEET-ROOT-FBA,"N1N Premium Organic Beet Root Capsules 1300mg, 120 Veg Caps [Non-GMO & Gluten Free] All Natural Beet Root Powder - Helps Lower Blood Pressure, Boosts",1,Greenwood,IN,46143-7671,7.22
"Nov 2, 2020 1:56:00 PM PST",Order,111-8699831-6568216,N1N-MEN-MULTIVITS-FBA,"N1N Daily Multivitamin for Men, Premium Multimineral Supplement - Vitamins A C E D B1 B2 B3 B5 B6 B12. Magnesium, Zinc, Biotin, Spirulina, Antioxidant",1,Simi Valley,CA,93063-4122,8.84
"Nov 2, 2020 2:00:41 PM PST",Order,114-7517970-9579449,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",2,LaFayette,Georgia,30728,17.68
"Nov 2, 2020 2:03:57 PM PST",Order,114-4447578-6997804,AZMSC-STRNG-ACTN-GAUGE-FBA,"AZMUSIC Premium String Action Gauge, Compact and Versatile Luthier Tool for Quick and Easy Guitar Set Up and Maintenance",1,SAN FRANCISCO,CA,94109-4277,5.61
"Nov 2, 2020 2:06:15 PM PST",Order,113-3326210-9135437,AZM-NIGHTSPLNT-FBA,"AZMED 2020 Plantar Fasciitis Night Splint [Lightweight & Breathable], Adjustable Foot Drop Brace, Heel, Ankle & Achilles Tendonitis Relief, Arch Pain",1,PERRYVILLE,AR,72126-8270,11.17
"Nov 2, 2020 2:10:47 PM PST",Order,112-1774759-2917811,N1N-KETO-BURN-FBA,"N1N Premium Keto Burn Pills [Max Strength, 1200mg] Natural Ketogenic Fat Burner to Boost Weight Loss, Energy & Metabolism. Exogenous Keto BHB Suppleme",1,KEWAUNEE,WI,54216-9220,12.87
